Map,Treatment,Date Treated,Date Sampled,Days Post,weeks post,Basin Location,No larvae,Early,Late,Pupae,Emerged,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,3300 Payne,0,1,1,1,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,3300 Payne,0,1,1,22,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,3328 Payne,0,1,1,5,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,Payne & Crawford,0,1,1,0,NA,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,Payne & Crawford,0,1,1,0,NA,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,Hayes & Crawford,0,1,1,1,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,Hayes & Crawford,0,1,1,8,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,3330 Hayes,0,1,1,1,0,,,,,
B-19,Sumilarv 3 WSP,5/26/2022,7/20/2022,55,8,3306 Hayes,0,1,1,25,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,4,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,5,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,1,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,4,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Oseola & Beckwith Rd,0,1,1,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Lyons & Osceola,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Lyons & Osceola,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Lyons & Osceola,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Lyons & Osceola,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,9456 Oleander,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,9450 Oleander,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Foster & Oleander,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Foster & Oleander,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Foster & Oleander,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Churchhill & Oriole,0,1,1,36,0,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Churchhill & Oriole,0,1,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Churchhill & Oriole,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Churchhill & Oriole,0,0,1,0,NA,,,,,
C-01,Sumilarv 3 WSP,5/25/2022,7/20/2022,56,8,Churchhill & Oriole,0,0,1,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kilpatrick,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kilpatrick,0,1,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kilpatrick,0,1,1,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kilpatrick,0,1,1,1,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Knox,0,1,1,4,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Knox,0,1,1,28,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,0,1,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,0,1,1,16,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,0,1,1,52,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,0,1,1,55,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,0,1,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kenton,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kolmar,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kolmar,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kolmar,0,1,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kolmar,0,1,1,10,0,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Greenwood & Kolmar,1,0,0,0,NA,,,,,
C-05,Sumilarv 3 WSP,5/10/2023,7/10/2023,61,9,Across from 8832 Kolmar,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,8844 Ozark Ave,0,0,0,8,0,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,8844 Ozark Ave,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Oswego & Greenwood,0,0,0,2,0,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Oswego & Greenwood,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Oswego & Greenwood,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Oswego & Greenwood,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Lake St. & Oketo Ave,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Lake St. & Oketo Ave,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Lake St. & Oketo Ave,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Lake St. & Oketo Ave,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Davis St. & Ozark,0,0,0,1,0,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Davis St. & Ozark,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Davis St. & Ozark,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Davis St. & Ozark,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Palma Ln & Overhill,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,9400 Oriole,0,0,0,4,0,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,9400 Oriole,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Palma Ln & Foster St.,0,0,0,2,0,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,Palma Ln & Foster St.,1,0,0,0,NA,,,,,
C-01,Sumilarv 3 WSP,4/27/2023,6/28/2023,62,9,9450 Octavia,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,900 9th st,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,900 9th st,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,5th St. & Forest Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,5th St. & Forest Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,5th St. & Forest Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,8th St. & Chestnut Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,8th St. & Chestnut Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,8th St. & Chestnut Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,1219 Elmwood Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,1219 Elmwood Ave,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,1605 Walnut,0,0,0,4,0,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,1605 Walnut,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Sterling Rd & Melrose,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Sterling Rd & Melrose,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Sterling Rd & Melrose,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Sterling Rd & Melrose,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Fairview & Hawthorne,0,0,0,1,0,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Fairview & Hawthorne,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Fairview & Hawthorne,1,0,0,0,NA,,,,,
B-08,Sumilarv 3 WSP,4/26/2023,6/28/2023,63,9,Fairview & Hawthorne,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Chilton Ln,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Chilton Ln,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Chilton Ln,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Chilton Ln,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,207 Orchard Ln,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,207 Orchard Ln,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Romona Rd and Richard Ln,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Romona Rd and Richard Ln,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,519 Greenleaf Ave,1,0,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,519 Greenleaf Ave,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,519 Greenleaf Ave,0,1,1,4,0,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Laurel Ln & Greenleaf Ave,0,1,0,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Laurel Ln & Greenleaf Ave,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Laurel Ln & Greenleaf Ave,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Laurel Ln & Greenleaf Ave,0,1,1,1,0,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Sunset Drive,0,1,1,2,0,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Sunset Drive,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Locust and Glenview Rd,0,1,1,1,0,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Locust and Glenview Rd,0,1,1,0,NA,,,,,
B-13,Sumilarv 3 WSP,6/7/2022,8/10/2022,64,10,Locust and Glenview Rd,0,1,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Harms & Conrad,0,1,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Harms & Conrad,0,1,1,2,2,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Harms & Conrad,0,1,1,14,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Harms & Conrad,0,1,1,48,18,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Greenleaf & Harms,0,0,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Greenleaf & Harms,0,1,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Greenleaf & Harms,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,5458 Greenleaf,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,5458 Greenleaf,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Crain & Long,0,1,1,1,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Crain & Long,0,1,1,5,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Long & Long,0,1,1,2,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lockwood and Crain,0,0,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lockwood and Crain,0,1,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lee & Lockwood,0,1,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lee & Lockwood,1,0,0,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lee & Lockwood,0,1,1,0,NA,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Lee & Lockwood,0,1,1,7,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Latrobe & Lee,0,1,1,32,0,,,,,
C-11,Sumilarv 3 WSP,4/18/2023,6/21/2023,64,10,Latrobe & Lee,0,1,1,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Cherry st & Locust,0,1,1,4,0,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Cherry st & Locust,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,903 Ash St,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,995 Locust,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,740 Westmoor Rd,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,1002 Chatfield,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,1002 Chatfield,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,1002 Chatfield,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,1002 Chatfield,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lincoln Ave & Eldorado St,0,0,0,3,0,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lincoln Ave & Eldorado St,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lincoln Ave & Eldorado St,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lincoln Ave & Eldorado St,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lloyd Pl & Sheridan Rd.,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Lloyd Park & Parking Lot,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Elm St. & Maple St.,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Elm St. & Maple St.,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,Elm St. & Maple St.,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,371 Fairview Ave,1,0,0,0,NA,,,,,
A-14,Sumilarv 3 WSP,4/24/2023,6/27/2023,64,10,371 Fairview Ave,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9538 Lincolnwood,0,1,1,5,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9538 Lincolnwood,0,1,1,4,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,5 Salem Ln,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Salem Circle & Salem Ln,0,1,1,18,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,35 Salem Ln,0,1,1,17,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,45 Salem Ln,0,0,0,5,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,71 Salem Ln,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,71 Salem Ln,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,85 Salem Ln,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,85 Salem Ln,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Emerson & Lincolnwood,0,1,1,3,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Emerson & Lincolnwood,0,0,0,1,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Emerson & Lincolnwood,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Drake & Emerson,0,1,1,6,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Drake & Emerson,0,1,1,6,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,Drake & Emerson,0,1,1,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9420 Drake,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9420 Drake,0,1,1,3,0,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9538 Forestview Deadend,1,0,0,0,NA,,,,,
C-06,Sumilarv 3 WSP,4/19/2023,6/23/2023,65,10,9538 Forestview Deadend,0,1,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,1,19,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,1,20,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Raleigh & Baffin,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,1448 Baffin,0,1,1,5,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,1448 Baffin,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,1448 Baffin,0,1,1,1,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,1448 Baffin,0,1,1,84,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Baffin & Drake,0,1,1,3,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Baffin & Drake,0,1,1,9,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Baffin & Drake,0,1,1,16,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Baffin & Drake,0,1,1,16,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Baffin & Drake,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,921 Drake,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,921 Drake,1,0,0,0,NA,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Drake & Raleigh,0,1,1,29,0,,,,,
B-17,Sumilarv 3 WSP,4/12/2023,6/20/2023,69,10,Drake & Raleigh,0,0,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,701 Arbor Ln,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,701 Arbor Ln,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,700 Beaver,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,700 Beaver,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,700 Beaver,0,1,1,1,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Taft Ct/Echo Ln,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Taft Ct/Echo Ln,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Taft Ct/Echo Ln,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Taft Ct/Echo Ln,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Taft Ct/Echo Ln,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,1011 Hunter,0,1,1,2,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,1011 Hunter,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,1011 Hunter,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,1011 Hunter,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,1011 Hunter,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Heatherfield Ln,0,1,1,2,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Heatherfield Ln,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Heatherfield Ln,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Beech Dr,1,0,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/3/2022,70,10,Beech Dr,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lacrosse & Washington,0,1,1,12,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lacrosse & Washington,0,1,1,3,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lacrosse & Washington,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lavergne & Wilmette,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lavergne & Wilmette,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lavergne & Wilmette,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lavergne & Wilmette,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lawler & Wilmette,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lawler & Wilmette,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Lawler & Wilmette,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,117 Old Glenview Rd,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,117 Old Glenview Rd,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,222 Kilpatrick,0,1,1,7,0,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,222 Kilpatrick,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,222 Kilpatrick,0,1,0,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,222 Kilpatrick,0,1,1,0,NA,,,,,
B-12,Sumilarv 3 WSP,5/25/2022,8/5/2022,72,11,Frontage Rd,0,1,0,0,NA,,,,,
